model,source_row,review_en,true_aspects,predicted_aspects,exact_match,label_error_count,false_positive_aspects,false_negative_aspects,mean_true_probability,min_true_probability,mean_predicted_probability,max_wrong_probability
MPNet retrained,424,the food here tastes a little better but nothing else is quite customer friendly,"food, miscellaneous","food, service",False,2,service,miscellaneous,0.5486832810183389,0.49098500401694123,0.6021491721385737,0.5979167862574107
MPNet retrained,599,the pizza was delicious but the experience was horrible,"food, miscellaneous","food, service",False,2,service,miscellaneous,0.5515044945898899,0.49633911009064513,0.5968098038499683,0.5869497286108019
MPNet retrained,451,this restaurant is being cooked by foreign cooks and hence the price of the food is a bit high,"price, miscellaneous","food, price",False,2,food,miscellaneous,0.5593059721152203,0.450652562122941,0.613071032452754,0.5581826827980084
MPNet retrained,569,they are giving free toys to children which is good for marketing but the price of food is high and the price of toys is being collected,"price, miscellaneous","food, price",False,2,food,miscellaneous,0.5557458255232691,0.4467750181701153,0.6096217989044745,0.5545269649325262
MPNet retrained,593,food of normal price is very scarce here and they are not treating all the customers well,"price, service","food, price",False,2,food,service,0.535123103173359,0.43748510539861263,0.5835204667527083,0.5342798325573113
MPNet retrained,365,food prices are lower than other nearby places but the food is very expensive,price,"food, price, miscellaneous",False,2,"food, miscellaneous",None,0.6228861368436973,0.6228861368436973,0.5329653198334302,0.5292727610208837
MPNet retrained,479,ordering lower priced items made the waiters experience worse and most of the food seemed overpriced,"price, service","food, price",False,2,food,service,0.5402569747826129,0.48636054322180744,0.5611057513843041,0.5280580964251895
MPNet retrained,260,a restaurant and location is also very good to eat a full stomach with less money,"price, miscellaneous","food, price",False,2,food,miscellaneous,0.5583342728707689,0.4781759360826296,0.5809676936736299,0.5234427776883517
MPNet retrained,360,some fake restaurants and food prices are higher than the original places,"price, miscellaneous","food, price",False,2,food,miscellaneous,0.5707080633243383,0.48406532707205147,0.5874751196070676,0.5175994396375099
MPNet retrained,568,it is necessary to sell the land and go here to eat the price of food is so high but everyone goes here to get the touch of a good environment,"price, ambiance","food, price, ambiance, miscellaneous",False,2,"food, miscellaneous",None,0.5490038610170818,0.5278042550163003,0.513919480600374,0.509699208396368
MPNet retrained,634,schizlingter is a type of food that is served hot and fresh,"food, service","food, miscellaneous",False,2,miscellaneous,service,0.5787351296671795,0.5026710933746826,0.5783765347885169,0.5019539036173574
MPNet retrained,420,if everything is good at the wife s favorite restaurant and especially if the price of the food there is low then what else do husbands need,"price, miscellaneous","food, price",False,2,food,miscellaneous,0.5464159741849448,0.49475209072498616,0.5352804596892865,0.4724810617336695
MPNet retrained,417,the timing of the meal was just right and the total cost was very less per person,"price, service","food, price",False,2,food,service,0.5345627242520348,0.48857919803107286,0.522955418621359,0.4653645867697214
MPNet retrained,76,the restaurant is small but expensive,"price, ambiance","price, ambiance, miscellaneous",False,1,miscellaneous,None,0.5523224259205599,0.5463282433801168,0.5538647538069849,0.5569494095798349
MPNet retrained,779,the restaurant is very clean and the ambience is very nice,ambiance,"ambiance, miscellaneous",False,1,miscellaneous,None,0.7202231561234856,0.7202231561234856,0.6264633737654528,0.5327035914074201
