model,source_row,review_en,true_aspects,predicted_aspects,exact_match,label_error_count,false_positive_aspects,false_negative_aspects,mean_true_probability,min_true_probability,mean_predicted_probability,max_wrong_probability
TF-IDF,335,the reviews of the restaurant online were bad but i found the quality of the food to be good,"food, miscellaneous","food, service, ambiance",False,3,"service, ambiance",miscellaneous,0.5000156151634776,0.49989304270298013,0.500082123754542,0.5000609251868687
TF-IDF,360,some fake restaurants and food prices are higher than the original places,"price, miscellaneous","food, price, ambiance",False,3,"food, ambiance",miscellaneous,0.49997694232234313,0.4998852775594916,0.5000152687638454,0.5000287591770429
TF-IDF,260,a restaurant and location is also very good to eat a full stomach with less money,"price, miscellaneous","food, ambiance, miscellaneous",False,3,"food, ambiance",price,0.49999036274416414,0.49997616763945896,0.5000030215804405,0.5000054914661335
TF-IDF,417,the timing of the meal was just right and the total cost was very less per person,"price, service","food, price",False,2,food,service,0.49998309358782944,0.4999237304299065,0.5000560734450772,0.500069690144402
TF-IDF,479,ordering lower priced items made the waiters experience worse and most of the food seemed overpriced,"price, service","food, service",False,2,food,price,0.4999961788537957,0.4999830073928181,0.5000392008357535,0.5000690513567336
TF-IDF,569,they are giving free toys to children which is good for marketing but the price of food is high and the price of toys is being collected,"price, miscellaneous","food, price",False,2,food,miscellaneous,0.5000004301043903,0.4998120124035087,0.5001171163085496,0.500045384811827
TF-IDF,208,today i found a reasonable restaurant and food quality is good,"food, price","food, ambiance",False,2,ambiance,price,0.4999907767030681,0.49992408649984044,0.5000467640808053,0.500036061255315
TF-IDF,593,food of normal price is very scarce here and they are not treating all the customers well,"price, service","food, price",False,2,food,service,0.4999917177473737,0.49992993036584144,0.500044483644886,0.5000354621608659
TF-IDF,451,this restaurant is being cooked by foreign cooks and hence the price of the food is a bit high,"price, miscellaneous","food, price",False,2,food,miscellaneous,0.49999765281546515,0.4998643382192651,0.5000767388830477,0.5000225103544302
TF-IDF,588,it was very juicy and we were very happy with their delivery speed,"food, service","food, price",False,2,price,service,0.5000107877683211,0.499968705891952,0.5000368822995298,0.5000208949543695
TF-IDF,244,it was understood that the less expensive food can be good but eating the food of this restaurant,"food, price","food, ambiance",False,2,ambiance,price,0.5000116035539125,0.4999731635637488,0.5000306572917621,0.500011271039448
TF-IDF,760,although the decor of the restaurant has improved the prices of all the dishes have increased slightly,"price, ambiance","food, price",False,2,food,ambiance,0.5000340839669091,0.49999435742255083,0.5000422874379178,0.5000107643645681
TF-IDF,637,there is no shortage of shops but i cannot find good food,"food, miscellaneous","food, ambiance",False,2,ambiance,miscellaneous,0.4999586782389145,0.49987167410191624,0.5000279842771183,0.5000102861783239
TF-IDF,445,the ambiance of bhoot adda restaurant is a bit different from other places and the prices are also high,"price, ambiance","food, price",False,2,food,ambiance,0.5000426348198743,0.49998636672619684,0.5000530734770776,0.5000072440406036
TF-IDF,473,every item tasted amazing and their workmanship was better than other places,"food, service","food, ambiance",False,2,ambiance,service,0.4999804678610804,0.4999357576600554,0.500013772074438,0.5000023660867704
